年份,省份,二氧化碳排放量,,,,,,,,,,,,国内生产总值状况,,,,,,,,,,,,,,,,,,,,,全社会固定资产投资,人口状况,,,
,,煤炭二氧化碳排放量,焦炭二氧化碳排放量,原油二氧化碳排放量,汽油二氧化碳排放量,煤油二氧化碳排放量,柴油二氧化碳排放量,燃料油二氧化碳排放量,液化石油气二氧化碳排放量,天然气二氧化碳排放量,二氧化碳排放总量,人均二氧化碳排放量,二氧化碳排放强度,,,,,,,,,,,,,,,,,,,,,,,,,,
,,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,吨/人,吨CO2/万元,地区生产总值(亿元),地区生产总值－第一产业(亿元),地区生产总值－第二产业(亿元),地区生产总值－工业(亿元),地区生产总值－建筑业(亿元),地区生产总值－第三产业(亿元),地区生产总值－交通运输、仓储和邮政业(亿元),地区生产总值－批发和零售业(亿元),地区生产总值－住宿和餐饮业(亿元),地区生产总值－金融业(亿元),地区生产总值－房地产业(亿元),地区生产总值－其他服务业(亿元),第一产业占GDP比重(%)(没有单位),第二产业占GDP比重(%)(没有单位),第三产业占GDP比重(%)(没有单位),人均地区生产总值(元),地区生产总值指数（上年＝100）(没有单位),地区生产总值指数－第一产业（上年＝100）(没有单位),地区生产总值指数－第二产业（上年＝100）(没有单位),地区生产总值指数－第三产业（上年＝100）(没有单位),社会消费品零售总额(亿元),,年底人口数(万人),人口出生率(‰)(没有单位),人口死亡率(‰)(没有单位),人口自然增长率(‰)(没有单位)
1992,西藏自治区,,,,,,,,,,,,,33.29,16.59,4.46,2.56,1.9,12.24,1.84,3.8,,0.15,0.64,5.81,49.8348,13.3974,36.7678,1468,107.1,103.5,107,112.6,15.23,13.33,228,23.63,8.09,15.54
1992,陕西省,,,,,,,,,,,,,540.52,116.71,232.07,198.93,33.14,182.85,42.32,41.79,,15.65,8.22,74.87,21.9532,43.6525,34.3942,1571,108.2,103,110.4,109.9,208.37,142.47,3405,18.85,6.57,12.28
1992,甘肃省,,,,,,,,,,,,,317.79,74.2,128.66,110.21,18.45,114.93,14.18,39.15,,14.87,1.14,45.59,23.3488,40.4859,36.1654,1384,109.9,105.8,110.2,112.8,128.26,85.13,2314,19.37,6.64,12.73
1992,青海省,,,,,,,,,,,,,87.52,19.9,36.31,26.69,9.62,31.31,5.72,8.44,,5.83,0.49,10.83,22.7377,41.4877,35.7747,1912,107.4,104,107.6,109.6,35.29,30.27,461,22.54,8.14,14.4
1992,宁夏回族自治区,,,,,,,,,,,,,83.14,18.31,34.05,27.74,6.31,30.78,4.76,7.6,,7.08,0.79,10.55,22.0231,40.955,37.0219,1718,108.6,95.7,112.5,113.8,32.17,38.09,487,20.11,5.36,14.75
1992,新疆维吾尔自治区,,,,,,,,,,,,,402.31,114.5,147.64,106.3,41.35,140.17,28.32,39.85,,22.31,1.6,48.09,28.4606,36.6981,34.8413,2477,113.1,105.5,119.4,115.7,138.25,170.03,1581,22.8,7.84,14.96
1993,中国,230073.5327,,,,,,,,3628.3724,233701.905,1.9719,6.551,35673.2304,6887.5977,16472.6619,14248.37,2269.9273,12312.9708,2174.2676,2817.0457,712.0841,1903.5161,1376.8581,3207.8184,19.3075,46.1765,34.516,3027.1571,113.8837,104.6492,119.7446,112.17,14270.4,13072.3,118517,18.09,6.64,11.45
1993,北京市,,,,,,,,,,,,,863.54,53.14,419.56,339.23,80.33,413.51,40.46,123.12,,83.85,7.1,158.98,6.2047,48.0337,45.7616,8006,112.1,103.1,113,113.1,531.79,410.4,1112,9.35,6.16,3.19
1993,天津市,,,,,,,,,,,,,536.1,35.4,308.4,280.73,27.67,195.14,48,54.26,,27.31,8.91,56.66,6.6014,56.4223,36.9763,5800,112.1,107.4,112.9,111.7,227.42,226.56,928,10.71,6.2,4.51
1993,河北省,,,,,,,,,,,,,1690.84,301.68,847.92,758.1,89.82,541.24,115.34,161.88,,90.96,35.21,137.85,17.842,50.1479,32.0101,2682,117.7,104.4,124.6,116.6,506.22,540.2,6334,15.43,6.11,9.32
1993,山西省,,,,,,,,,,,,,704.7,97.27,335.03,296.01,39.02,248.11,58.58,54.38,,60.02,6.47,68.66,14.2958,49.2394,36.4648,2271,112.2,109.1,112.8,113.5,256.48,251.26,3012,17.48,6.36,11.12
1993,内蒙古自治区,,,,,,,,,,,,,532.71,149.96,203.46,162.53,40.93,184.39,44.21,47.44,,14.56,6.79,71.4,27.8835,37.8312,34.2853,2423,110.6,105,113.9,115.7,202.15,217.4,2232,18.48,6.83,11.65
1993,辽宁省,,,,,,,,,,,,,2010.82,260.8,1039.3,920.6,118.8,710.8,127.4,237.4,,131.79,36.4,177.81,12.97,51.6859,35.3491,5015,114.9,110.7,116.6,114.3,682.1,718.3,4042,12.43,6.11,6.32
1993,吉林省,,,,,,,,,,,,,717.95,156.05,351.03,308.1,42.93,211.5,41.18,52.81,,38.08,12.98,66.45,21.7164,48.8505,29.433,2826,112.8,107.7,117.3,110.3,325.47,253.59,2555,15.28,6.31,8.97
1993,黑龙江省,,,,,,,,,,,,,1203.22,198.41,649.7,580.4,69.3,350.24,56.9,113.6,,65.9,17.2,96.64,16.5569,54.2162,29.2269,3306,107.6,104.3,108.7,107.6,459.5,328.6,3640,15.9,5.52,10.38
1993,上海市,,,,,,,,,,,,,1511.61,37.82,902.38,846.71,55.67,579.03,122.24,160.73,,138.29,26.53,131.24,2.5278,59.561,37.9112,10729,114.9,97.3,116.7,113.7,624.3,653.91,1349,6.5,7.3,-0.8
1993,江苏省,,,,,,,,,,,,,2998.16,490.59,1598.05,1451.97,146.08,909.52,144.11,314.51,,140.04,73.03,237.83,16.363,53.301,30.3359,4321,120.7,102.5,123.3,125.1,967.77,1144.2,6967,13.97,6.61,7.36
1993,浙江省,,,,,,,,,,,,,1909.49,315.97,983.96,876.26,107.7,625.99,108.09,238.36,,79.11,49.13,151.31,16.4063,51.0907,32.5036,4469,122,104.8,133.2,116,695.06,683.83,4266,13.61,6.58,7.03
1993,安徽省,,,,,,,,,,,,,1069.84,286,444.97,387.92,57.05,306.17,57.9,92.86,,43.23,23.15,89.03,27.5758,42.9036,29.5206,1785,121,111.9,124.6,116.2,343.84,321.04,5897,17.18,6.51,10.67
1993,福建省,,,,,,,,,,,,,1133.49,254.36,455.79,381.95,73.84,404.05,99.48,115.99,,53.76,33.66,101.16,22.8289,40.9074,36.2637,3556,125.2,109.4,135.9,118.3,388.32,368.45,3150,16.72,5.62,11.1
1993,江西省,,,,,,,,,,,,,723.06,225.58,282.46,233.76,48.7,215,39.43,44.68,,48.44,12.77,69.68,31.1988,39.0656,29.7356,1835,113.7,101.6,128.9,112,243.62,185.5,3966,20.33,6.89,13.44
1993,山东省,,,,,,,,,,,,,2779.49,596.63,1355.71,1201.67,154.04,818.03,141.09,239.98,,147.33,71.87,217.75,21.5361,48.9361,29.5278,3212,118.5,106.1,128.1,120,842.25,892.48,8642,10.47,6.76,3.71
1993,河南省,,,,,,,,,,,,,1662.76,410.45,764.2,678.36,85.84,485.53,103.37,102.63,,89.07,50.19,140.27,24.7232,46.0312,29.2456,1865,115.8,110.4,122.1,111.6,517.33,450.43,8946,15.87,6.35,9.52
1993,湖北省,,,,,,,,,,,,,1424.38,346.39,537.6,475.44,62.16,441.84,69.73,150.24,,52.22,25.63,144.03,26.1263,40.5482,33.3255,2361,114.3,105.8,116.7,115.2,521.35,383.18,5653,20.04,6.93,13.11
1993,湖南省,,,,,,,,,,,,,1278.28,383.68,470.05,399.58,70.47,390.98,72.71,123.52,,47.53,26.45,120.77,30.8249,37.7638,31.4113,1997,113.1,104.3,118.2,116,486.67,320.24,6311,14.08,7.13,6.95
1993,广东省,,,,,,,,,,,,,3225.3,558.7,1704.88,1386.83,318.05,1205.7,233.15,340.49,,149.29,126.25,356.52,16.1042,49.1422,34.7536,5085,122.3,102.5,136.3,116.7,1371.02,1629.87,6607,18.34,5.84,12.5
1993,广西壮族自治区,,,,,,,,,,,,,893.58,245.6,321.1,273.03,48.07,305,61.16,101.66,,15.38,17.7,109.1,28.1748,36.8361,34.9891,1982,121.2,99.6,144.9,115.1,322.4,278.07,4438,19.58,6.35,13.23
1993,海南省,,,,,,,,,,,,,258.08,76.82,66.08,35.58,30.5,117.5,16.61,39.13,,7.58,20.43,33.75,29.4996,25.3754,45.1212,3755,120.9,110.5,150.1,115.1,72.72,188.25,701,20.81,5.26,15.55
1993,重庆市,,,,,,,,,,,,,608.53,141.99,229.53,200.57,28.96,181.53,34.17,56.67,,28.87,9.12,52.7,23.3333,44.7258,31.9409,1870,115.3,105,121.5,116.7,,,,,,
1993,四川省,,,,,,,,,,,,,2096.48,449.38,580.38,495.24,85.14,456.32,82.18,139.3,,51.13,30.34,153.37,30.2393,39.0544,30.7063,1854,113.9,105,120.1,113.5,554.85,459.4,11104,16.77,7.21,9.56
1993,贵州省,,,,,,,,,,,,,416.07,133.41,155.03,135.4,19.63,129.25,25.45,32.88,,21.45,6.34,43.13,31.94,37.116,30.944,1234,109.9,103.9,113.5,114.8,138.3,106.3,3409,22.6,8.5,14.1
1993,云南省,,,,,,,,,,,,,779.21,191.45,325.57,284.65,40.92,266.25,30.52,95.84,,52.66,10.96,76.27,24.4424,41.5655,33.9921,2030,110.6,102.5,113.7,117,261.9,251.4,3885,22,8.1,13.9
1993,西藏自治区,,,,,,,,,,,,,37.28,18.3,5.49,2.7,2.79,13.63,1.98,4.33,,0.86,0.15,6.31,48.9043,14.6713,36.4244,1624,108.2,106.6,119.7,127.4,18.3,18.15,232,26.68,7.6,19.08
1993,陕西省,,,,,,,,,,,,,671.37,148.24,297.49,250.07,47.42,232.47,59.59,48.3,,18.1,11.3,95.18,21.8579,43.8646,34.2775,1981,113.3,108.1,115,111.5,245.53,228.21,3443,17.63,6.55,11.08
1993,甘肃省,,,,,,,,,,,,,372.24,87.43,159.96,136.74,23.22,124.85,15.03,43.11,,19.97,6.43,40.31,23.4875,42.9723,33.5402,1600,111.6,108.8,113.6,111.1,156.11,122.08,2345,20.16,6.84,13.32
1993,青海省,,,,,,,,,,,,,109.62,22.21,48.13,36.67,11.46,39.34,6.58,10.47,,8.27,0.76,13.26,20.2498,43.8822,35.868,2364,109.6,99.3,114.7,111.3,40.16,44.73,467,20.5,8.26,12.24
1993,宁夏回族自治区,,,,,,,,,,,,,103.82,20.84,45.61,37.33,8.27,38.04,5.47,9.68,,10.59,1.01,11.29,19.9445,43.6501,36.4054,2148,110.1,106.5,113.4,109.1,38.51,52.67,495,19.43,5.36,14.07
1993,新疆维吾尔自治区,,,,,,,,,,,,,505.63,126.85,205.07,155.92,49.15,163.33,32.58,43.46,,25.74,3.33,58.22,25.6133,41.4074,32.9793,2964,110.3,101.1,113.3,117.7,168.37,248.44,1605,21.53,7.68,13.85
1994,中国,244558.2169,,,,,,,,3753.9366,248312.154,2.0719,5.105,48637.4503,9471.7946,22452.5359,19546.3241,2968.8306,16713.1198,2788.2144,3773.9716,1008.4558,2557.8908,1905.5819,4516.087,19.4743,46.1631,34.3627,4080.8879,113.0368,103.9455,118.1417,111.3684,18622.9,17042.1,119850,17.7,6.49,11.21
1994,北京市,,,,,,,,,,,,,1084.03,74.77,499.84,405.31,94.73,509.42,61.51,171.87,,111.5,11.81,194.39,6.8974,46.1094,46.9932,10240,113.5,102.6,114.1,115,666.98,648.8,1125,8.96,5.76,3.2
1994,天津市,,,,,,,,,,,,,833.6,46.53,404.08,361.27,42.81,274.53,66.55,72.63,,34.53,11.05,86.08,23.5,45.2,31.3,7751,114.3,105.3,114.7,115.6,303.37,315.97,935,10.98,6.19,4.79
1994,河北省,,,,,,,,,,,,,2187.49,451.91,1053.12,926.36,126.76,682.46,126.94,205.75,,128.22,41.23,180.32,20.6588,48.1428,31.1983,3439,114.9,111.8,116.9,113.7,673.8,709.19,6388,14.93,6.5,8.43
1994,山西省,,,,,,,,,,,,,853.77,123.85,440.81,390.17,50.64,289.11,70.54,71.29,,50.37,8.25,99.73,14.9808,47.9726,37.0467,2729,109.4,104.5,111.5,110.2,308.55,290.9,3045,17.46,6.7,10.76
1994,内蒙古自治区,,,,,,,,,,,,,681.92,208.53,261.79,205.98,55.81,211.6,53.56,63.14,,17.65,8.69,88.6,30.0017,36.6184,33.3799,3094,110.1,103.2,113.1,116.1,247.3,250.99,2260,18.98,6.5,12.48
1994,辽宁省,,,,,,,,,,,,,2461.78,318.95,1259.05,1109.88,149.17,883.78,160.2,287.6,,149.27,51.21,235.52,12.958,51.1455,35.9006,6103,111.2,102.1,113.8,111.1,870.5,888,4067,12.26,6.03,6.23
1994,吉林省,,,,,,,,,,,,,936.78,259.4,398.83,354.7,44.13,278.55,54.47,72.61,,48.41,15.63,86.73,27.6625,42.3267,30.0108,3657,114.3,110,105.6,115.6,396.69,302.47,2574,14.11,6.35,7.76
1994,黑龙江省,,,,,,,,,,,,,1618.63,316.32,852.97,764.27,88.7,449.34,70.7,144.8,,77.8,21.7,134.3,19.0168,52.9877,27.9955,4390,108.7,107.2,108.8,108.6,551.7,405.3,3672,15.15,5.47,9.68
1994,上海市,,,,,,,,,,,,,1971.92,48.59,1143.24,1069.31,73.93,780.09,148.44,211.42,,208.01,39.53,179.75,2.4641,57.976,39.5599,13807,114.3,102.9,114.2,116.2,770.74,1123.29,1356,5.8,7,-1.2
1994,江苏省,,,,,,,,,,,,,4057.39,671.94,2186.77,2002.22,184.55,1198.68,187.19,406.41,,187.37,95.23,310.44,16.8576,53.896,29.2464,5801,116.5,105.2,122.8,111.4,1287.86,1331.13,7021,13.78,6.86,6.92
1994,浙江省,,,,,,,,,,,,,2666.86,443.87,1388.06,1236.74,151.32,834.93,147.17,332.19,,102.46,63.02,213.6,16.3111,51.9886,31.7007,6201,120,104.4,127.5,115.8,1020.1,1006.39,4294,13.24,6.6,6.64
1994,安徽省,,,,,,,,,,,,,1488.47,336.72,744.16,680.76,63.4,407.59,77.3,128.41,,70.29,35.81,117.88,25.6947,41.0412,33.2642,2257,120.6,103,117,122,453.24,399.54,5955,16.7,6.86,9.84
1994,福建省,,,,,,,,,,,,,1685.34,372.58,739.52,629.88,109.64,573.24,139.04,146.9,,90.76,52.7,135.21,22.069,43.8442,34.0868,5193,121.7,109.3,132.6,113,523.97,538.86,3183,16.24,5.95,10.29
1994,江西省,,,,,,,,,,,,,948.16,314.35,338.23,269.16,69.07,295.58,55.93,57.76,,61.71,22.89,97.29,33.1537,35.6722,31.1741,2376,117,105.7,107,115,330.95,237.45,4015,19.38,7,12.38
1994,山东省,,,,,,,,,,,,,3872.18,775.03,1900.46,1700.31,200.15,1196.69,214.36,346.88,,213.57,107.14,296.87,20.1594,49.1983,30.6422,4441,116.3,107.3,117.4,120.7,1137.15,1108,8671,9.69,6.67,3.02
1994,河南省,,,,,,,,,,,,,2224.43,546.68,1071.74,958,113.74,606.01,113.06,138.8,,104.03,64.63,191.71,24.6604,47.766,27.5736,2467,113.8,101.3,121.6,113.1,702.46,628.03,9027,15.36,6.34,9.02
1994,湖北省,,,,,,,,,,,,,1878.65,501.44,812.56,733.25,79.31,564.65,87.46,175.93,,56.83,37.85,181.53,29.4805,38.6632,31.8557,2991,115.2,107.1,118.8,112.4,723.75,593.07,5719,18.17,6.68,11.49
1994,湖南省,,,,,,,,,,,,,1694.42,532.89,618.07,525.77,92.3,543.46,99.63,167.24,,54.07,34.13,171.67,32.296,35.7402,31.9639,2630,111,105.4,115.4,111,659.69,420.89,6355,13.88,7.03,6.85
1994,广东省,,,,,,,,,,,,,4240.56,694.65,2139.89,1763.48,376.41,1406.02,272.27,486.46,,199.84,171.11,479.15,14.9869,48.782,36.2311,6530,119,103.1,125.7,118.4,1851.36,2141.15,6689,18.2,5.78,12.42
1994,广西壮族自治区,,,,,,,,,,,,,1241.83,357.74,485.57,420.35,65.22,398.52,69.52,130.96,,12.78,22.22,163.04,27.5359,39.2067,33.2574,2675,116,106,127.3,110.7,416.51,382.59,4493,18.84,6.6,12.24
1994,海南省,,,,,,,,,,,,,330.95,107.55,83.66,42.84,40.82,139.74,22.6,48.36,,8.05,17.2,46.99,31.9658,25.0979,42.9363,4702,116,112.9,117.1,106.9,94.74,220.25,711,20.77,6.29,14.48
1994,重庆市,,,,,,,,,,,,,725.14,,,,,,,73.89,,40.59,11.03,76.5,6.4167,55.7244,37.8589,2541,113.3,102.9,116,118.3,,,,,,
1994,四川省,,,,,,,,,,,,,2777.88,788.39,1166.22,950.22,216,823.27,108.94,193.87,,65.01,68.91,187.77,29.8475,39.1109,31.0416,2481,111.1,104.4,117.3,110.7,724.74,573.43,11214,16.93,6.99,9.94
1994,贵州省,,,,,,,,,,,,,521.17,183.52,195.76,172.89,22.87,141.89,17.13,40.32,,24.58,6.13,57.05,34.9998,37.143,27.8572,1527,108.5,103.7,111.8,109.8,159.48,140.95,3458,22.92,8.14,14.78
1994,云南省,,,,,,,,,,,,,973.97,237.51,429.66,381.88,47.78,306.8,38.72,114.7,,63.34,12.41,89.39,24.0145,43.5748,32.4107,2515,111.6,103,117.3,114.7,304.97,321.73,3939,21.8,8,13.8
1994,西藏自治区,,,,,,,,,,,,,45.84,21.1,7.92,3.43,4.49,16.82,1.82,5.18,,0.25,0.01,9.68,45.9665,17.1342,36.8993,1964,115.6,104,128.8,125.5,20.9,21.17,236,25.64,8.71,16.93
1994,陕西省,,,,,,,,,,,,,816.58,181.78,336.46,278.34,58.12,298.34,60.08,59.9,,20.95,16.87,127.79,20.4772,43.4311,36.0917,2424,108.1,97,116.4,106.9,305.95,283.29,3481,17.59,6.6,10.99
1994,甘肃省,,,,,,,,,,,,,451.66,103.81,199.32,174.62,24.7,148.53,20.22,50.17,,23.13,8.12,48.26,22.8985,43.7975,33.3039,1921,110.4,106.1,111,114,187.69,159.05,2378,20.82,6.84,13.98
1994,青海省,,,,,,,,,,,,,138.24,31.71,58.35,46.38,11.97,48.18,7.02,12.92,,10.82,1.1,16.13,23.4104,41.7486,34.841,2942,108.2,103.6,108.3,110.8,48.78,45.2,474,22.06,6.82,15.24
1994,宁夏回族自治区,,,,,,,,,,,,,133.97,29.93,55.78,45.89,9.89,48.26,6.14,12.3,,14.54,1.39,15.25,21.9727,41.1052,36.9221,2740,108.2,102.1,108.8,109.7,47.06,60.98,504,19.67,6.02,13.65
1994,新疆维吾尔自治区,,,,,,,,,,,,,673.68,187.69,265.38,190.47,74.91,220.61,42.24,57.67,,39.37,6.54,77.54,28.3383,37.6117,34.05,3888,110.9,111.2,110.2,115.3,197.11,285.48,1632,20.82,7.43,13.39
1995,北京市,5122.1635,1433.9834,1979.6918,220.8533,199.9692,158.9887,622.0521,,25.1128,9762.815,7.804,6.999,1394.89,72.16,645.81,527.76,118.05,789.72,103.32,221.91,,152.92,22.45,289.12,4.7861,42.8344,52.3795,12690,112.4,91.7,107.7,120.5,827,864.85,1251,7.92,5.12,2.8
1995,天津市,4619.8698,428.0099,1476.8611,219.2132,11.511,203.3159,493.742,,85.0806,7537.604,8.0017,8.192,920.11,60.8,518.55,467.93,50.62,352.62,86.85,91.08,,49.16,15.19,110.34,6.5238,55.6402,37.836,9769,114.9,106.3,114.1,117.9,375.6,396.55,942,10.23,6.23,4
1995,河北省,20898.2293,3252.789,1507.464,387.2913,10.6302,588.683,173.2995,,149.1616,26967.548,4.1895,9.464,2849.52,631.34,1322.77,1150.49,172.28,895.41,179.41,261.69,,166.51,46.07,241.73,22.156,46.4208,31.4232,4444,113.9,108.6,115.4,114.6,852.1,907.75,6437,13.93,6.32,7.61
1995,山西省,28568.8693,3685.9252,,285.5775,8.0486,195.9694,41.6921,,10.175,32796.257,10.6585,30.02,1092.48,168.69,494.45,438.5,55.95,412.89,99.56,94.62,,86.96,10.01,121.73,15.6771,45.9513,38.3716,3515,111.1,103.8,113.4,112.5,375.9,270.64,3077,16.6,6.12,10.48
1995,内蒙古自治区,8410.0101,971.8072,263.9952,145.3221,1.2149,136.5462,50.4427,,,9979.338,4.3692,11.982,832.88,260.18,308.78,254.88,53.9,288.1,69.36,83.03,,20.16,11.31,104.25,30.3573,36.0278,33.6149,3772,109.1,103.9,111,114.1,295.1,251.32,2284,17.23,6.7,10.53
1995,中国,261957.0766,30716.1867,45016.4736,8521.3455,1555.3501,13395.4757,11710.8759,2330.7631,3840.5326,379044.08,3.1295,6.179,61339.8913,12020.4838,28676.7319,25023.1668,3733.7395,20642.6756,3244.6821,4779.367,1200.101,3211.5416,2349.3754,5662.7774,19.5965,46.7505,33.6529,5091.06,110.954,104.9426,113.8252,110.0828,23613.8,20019.2662,121121,17.12,6.57,10.55
1995,辽宁省,17814.7137,2828.359,7609.6541,350.7118,35.11,444.7903,1584.1403,,457.2269,31124.706,7.6062,11.142,2793.37,392.2,1390,1233.4,156.6,1011.2,176.9,339.6,,162.79,56.37,275.54,14.0402,49.7601,36.1996,6880,107.1,104.9,107.1,107.8,1122,865.49,4092,12.17,6.15,6.02
1995,吉林省,9163.1749,504.6765,1491.7392,242.2328,7.7449,208.1206,240.1971,,39.6177,11897.504,4.5901,10.536,1129.2,303.99,475.22,413.85,61.37,358.02,77.08,93.15,,51.87,21.3,114.62,26.7307,41.7875,31.4818,4402,109.7,105,111.6,110.9,481.5,320.27,2592,12.9,6.09,6.81
1995,黑龙江省,11774.0027,307.1246,3641.9242,540.1694,15.7023,699.9038,594.5005,,560.9256,18134.253,4.8998,9.002,2014.53,371.2,1048.6,949.1,99.5,571.6,86.4,174.6,,104.3,32.8,173.5,18.6402,52.6564,28.7034,5402,109.6,106.8,110.2,109,682.7,517.62,3701,13.23,5.33,7.9
1995,上海市,7504.0776,2051.8984,2951.545,230.8987,114.0772,380.2525,1156.3131,,,14389.063,10.1689,5.843,2462.57,59.82,1419.41,1308.2,111.21,1020.2,183.05,279.31,,233.98,92.85,231.01,2.3933,56.7893,40.8173,17022,114.1,106.4,114.8,113.7,970,1597.89,1415,5.75,7.05,-1.3
1995,江苏省,17001.5949,1036.7891,3056.6592,480.5118,26.1503,692.8053,513.4625,,4.1133,22812.086,3.2284,4.425,5155.25,866.24,2715.26,2467.63,247.63,1573.75,253.52,551.39,,244.65,134.95,389.23,16.8031,52.6698,30.5271,7319,115.4,113.6,116.2,114.9,1650,1764.76,7066,12.32,6.56,5.76
1995,浙江省,8049.3724,365.8919,1738.8605,363.0417,22.1412,879.4753,337.5631,,,11756.346,2.722,3.335,3524.79,549.96,1854.52,1645.51,209.01,1153.07,192.36,466.15,,142.76,89.31,262.5,15.459,52.1291,32.4119,8149,116.7,107.5,118.4,118.3,1395.7,1482.62,4319,12.66,6.75,5.91
1995,安徽省,9446.0873,1262.178,837.769,170.9775,16.2794,334.9644,149.0769,,,12217.333,2.0318,6.098,2003.58,584.12,660.09,562.44,97.65,566.45,108.44,162.29,,98.03,45.07,152.61,32.2601,36.4558,31.2842,3070,114.3,117.4,111.2,116.7,586.5,476.1,6013,16.07,6.41,9.66
1995,福建省,3190.7898,224.9307,680.4605,203.4568,14.0622,486.3896,100.8219,,,4900.912,1.514,2.268,2160.52,464.82,882.34,748.92,133.42,747.74,189.55,203.09,,93.76,71.37,189.97,22.1882,42.1185,35.6934,6526,115.2,109.5,117.3,114.2,670.4,683.02,3237,15.2,5.9,9.3
1995,江西省,5783.0093,538.0409,697.2134,123.1811,9.6887,179.2614,84.6524,,,7415.047,1.825,6.153,1205.11,374.64,403.74,314.49,89.25,391.35,78.32,82.39,,71.84,29.78,129.02,32.0279,34.5157,33.4564,2896,114.5,105,103,113.7,410.9,282.54,4063,18.94,7.28,11.66
1995,山东省,18569.3816,1022.1832,4076.1101,564.7998,71.4046,960.256,982.538,,278.1897,26524.863,3.0471,5.303,5002.34,1010.13,2355.78,2098.06,257.73,1587.44,296.08,471.95,,233.25,153.69,432.47,20.3929,47.5593,32.0478,5701,114.2,108.9,114.1,117,1442.7,1308.62,8705,9.82,6.47,3.35
1995,河南省,15146.3292,1126.0568,1215.527,417.4862,49.8708,417.884,167.6877,,202.8511,18743.693,2.0597,6.242,3002.74,762.99,1394.98,1256.52,138.46,830.4,161.92,188.16,,148.97,84.31,247.04,25.532,46.6803,27.7877,3297,114.8,111.9,117.2,113.1,906.7,783.14,9100,14.41,6.28,8.13
1995,湖北省,10281.9625,1406.6045,1546.3526,446.2167,45.3454,648.1992,397.1368,,16.4532,14788.271,2.5621,6.184,2391.42,619.77,780.18,680.92,99.26,709.43,119.37,240.41,,60.86,42.07,246.72,29.3816,36.9862,33.6322,3671,114.6,108.9,116.1,112.5,931.8,785.09,5772,16.18,6.91,9.27
1995,湖南省,10637.1014,839.2086,1054.9829,305.6684,29.6734,325.231,178.7845,,,13370.65,2.0918,6.09,2195.7,685.3,770.67,658.67,112,676.16,133.71,210.4,,64.96,44.43,222.66,32.1416,36.1455,31.7129,3359,110.9,106.5,113.5,110.6,837.4,523,6392,13.02,7.15,5.87
1995,广东省,9401.0314,377.6911,3710.2968,825.1027,170.2047,1852.6265,2051.9159,,22.082,18410.951,2.6807,3.421,5381.72,864.49,2900.22,2448.82,451.4,2168.34,433.1,647.77,,229.27,230.75,627.45,14.5708,48.8824,36.5468,8129,114.9,105.4,118.7,114.6,2304.1,2315.83,6868,18.1,5.7,12.4
1995,广西壮族自治区,4433.0056,527.4158,128.3386,121.0139,17.0083,224.5185,43.0237,,,5494.324,1.2094,3.669,1497.56,449.64,535.86,461.25,74.61,512.06,93.02,168.97,,17.1,25.14,207.83,30.0248,35.7822,34.193,3304,111.4,115.6,108.6,111.1,532.5,403.15,4543,17.54,6.53,11.01
1995,海南省,319.5775,4.6109,0.0302,61.1513,33.4396,120.8612,13.2844,,,552.955,0.7638,1.518,364.17,128.9,78.48,44.04,34.44,155.87,26.35,52.47,,8.25,13.69,55.11,35.4852,21.605,42.9098,5063,104.3,111.5,94.3,104,109.2,182.08,724,20.12,5.61,14.51
1995,四川省,16950.5645,2159.5811,92.5344,364.2717,73.4091,316.0866,36.1754,,1492.0491,21484.672,1.8971,6.079,3534,662.46,980.91,833.17,147.74,799.84,143.01,251.68,,71.31,80.41,253.43,27.1143,40.1484,32.7373,3043,110,105.5,111.5,114.7,1300.5,901.42,11325,17.08,7.21,9.87
1995,贵州省,7507.9591,577.6773,,152.2924,22.7486,92.436,16.9305,,109.9769,8480.021,2.4173,13.459,630.07,227.13,232.52,208.75,23.77,176.56,22.77,48.49,,29.91,7.83,67.56,35.7005,36.5477,27.7518,1826,107.5,102.4,110.5,109.3,197.6,161.79,3508,21.86,7.6,14.26
1995,云南省,5261.1367,1062.0773,97.2518,190.1312,27.7904,145.3496,8.8774,,101.9668,6894.581,1.728,5.714,1206.68,302.69,534.78,480.95,53.83,384.68,49.93,134.91,,74.89,15.01,109.94,24.767,43.7573,31.4757,3083,111.2,105,113.5,115.2,369.6,390.45,3990,20.75,8.03,12.72
1995,陕西省,7189.409,870.7402,465.5146,241.2956,52.4221,224.7975,89.3764,,8.2266,9141.782,2.6015,9.142,1000.03,217.27,441.67,377.91,63.76,377.91,90.6,86.71,,24.24,19.06,157.3,20.9548,42.5973,36.4479,2965,109,104,115.2,108,369.5,310.18,3514,15.93,6.57,9.36
1995,甘肃省,4845.549,382.7602,2036.2709,162.7479,9.6279,226.4094,242.4798,,13.4224,7919.268,3.2483,14.312,553.35,110.65,256.83,226.29,30.54,190.28,28.72,66.99,,28.49,10.5,55.58,19.8383,46.0467,34.115,2316,109.9,103.2,110,115.9,229.9,145.76,2438,20.65,6.49,14.16
1995,青海省,878.6859,65.0964,253.895,52.658,0.2126,39.7704,47.4307,,13.8554,1351.604,2.81,8.176,165.31,39.62,64.58,51.62,12.96,63.6,9.42,15.39,,14.62,1.58,22.59,23.6114,38.4863,37.9023,3513,108,99.5,109.3,111.5,57.8,53.11,481,22.01,6.89,15.12
